name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime,comment,review
歌剧魅影,https://movie.douban.com/subject/1291554/,8.5,120358,乔·舒马赫,加斯顿·勒鲁,杰拉德·巴特勒/埃米·罗森/帕特里克·威尔森/米兰达·理查森/明妮·德里弗/塞伦·希德/西蒙·卡洛/维克多·麦奎尔/詹妮弗·艾莉森/穆雷·梅尔文/凯文·麦克纳利/詹姆斯·弗雷特/保罗·布洛克/莱明·卡莱姆罗,剧情/爱情/惊悚/音乐,英国/美国,英语/意大利语,2004,143.0,19624,463
革命之路,https://movie.douban.com/subject/2037012/,8.0,131262,萨姆·门德斯,贾斯汀·海瑟,莱昂纳多·迪卡普里奥/凯特·温丝莱特/迈克尔·珊农/芮安·辛普金斯/克里斯托弗·菲茨杰拉德/凯西·贝茨/泰·辛普金斯/佐伊·卡赞,剧情/爱情,美国/英国,英语,2008,119.0,31063,2509
女人不坏,https://movie.douban.com/subject/3230462/,6.0,117376,徐克,徐克,周迅/桂纶镁/张雨绮/冯德伦/方中信/彭于晏/高以翔/沈羽倩/张之亮/郭在容/方平,喜剧,中国大陆/香港,汉语普通话/韩语/乌兹别克语,2008,116.0,13773,699
十一罗汉,https://movie.douban.com/subject/1301578/,7.9,124779,史蒂文·索德伯格,泰德·格里芬,乔治·克鲁尼/布拉德·皮特/马特·达蒙/朱莉娅·罗伯茨/安迪·加西亚/卡西·阿弗莱克/伯尼·麦克/秦少波/唐·钱德尔/斯科特·凯恩/埃利奥特·古尔德,惊悚/犯罪,美国,英语/意大利语/粤语,2001,116.0,16784,101
神奇四侠,https://movie.douban.com/subject/1309103/,6.6,107791,蒂姆·斯托瑞,Mark Frost,艾恩·格拉法德/杰西卡·阿尔芭/克里斯·埃文斯/迈克尔·切克利斯/朱利安·麦克马洪,动作/科幻/奇幻/冒险,美国/德国,英语,2005,106.0,8468,46
死寂,https://movie.douban.com/subject/1895120/,7.6,129768,温子仁,雷·沃纳尔,唐尼·沃尔伯格/安贝·瓦莱塔/瑞恩·柯万腾/迈克尔·费尔曼/鲍勃·冈顿/劳拉·里根,悬疑/恐怖,美国,英语,2007,89.0,27781,238
了不起的狐狸爸爸,https://movie.douban.com/subject/1759386/,8.5,134644,韦斯·安德森,韦斯·安德森,乔治·克鲁尼/梅丽尔·斯特里普/詹森·舒瓦兹曼/埃里克·蔡斯·安德森/比尔·默瑞/华莱士·沃洛达斯基/迈克尔·刚本/威廉·达福/欧文·威尔逊/贾维斯·考科尔/韦斯·安德森/凯伦·达菲/罗宾·赫尔斯通/雨果·吉尼斯/海伦·麦克洛瑞/罗曼·科波拉/尤玛·马努夫/杰瑞米·道森/加斯·詹宁斯/布莱恩·考克斯/特里斯坦·奥利弗/詹姆斯·哈密尔顿/史蒂文·M·拉尔斯/罗伯·赫尔索夫/珍妮弗·弗切斯/艾莉森·阿巴特/茉莉·库珀/艾德里安·布洛迪/马利欧·巴塔利/马丁·巴拉德,喜剧/动画/冒险,美国,英语,2009,87.0,28963,327
拆弹部队,https://movie.douban.com/subject/2028645/,7.7,127670,凯瑟琳·毕格罗,马克·鲍尔,杰瑞米·雷纳/安东尼·麦凯/布莱恩·格拉格提/克里斯托弗·沙耶/大卫·摩斯/拉尔夫·费因斯/盖·皮尔斯/克里斯蒂安·卡玛戈/伊万杰琳·莉莉,剧情/惊悚/战争,美国,英语,2008,131.0,21709,724
弱点,https://movie.douban.com/subject/3552028/,8.5,127927,约翰·李·汉考克,约翰·李·汉考克,桑德拉·布洛克/蒂姆·麦格罗/昆东·亚伦/杰·海德/莉莉·柯林斯/雷·迈克金农/凯西·贝茨,剧情/家庭/传记/运动,美国,英语,2009,129.0,27219,646
鬼妈妈,https://movie.douban.com/subject/1919245/,8.1,127431,亨利·塞利克,亨利·塞利克,达科塔·范宁/泰瑞·海切尔/珍妮弗·桑德斯/唐·弗兰奇/小罗伯特·拜利,动画/奇幻/冒险,美国,英语/俄语,2009,96.0,21404,555
律政俏佳人,https://movie.douban.com/subject/1304854/,7.3,105649,罗伯特·路克蒂克,阿曼达·布朗,瑞茜·威瑟斯彭/卢克·威尔逊/塞尔玛·布莱尔/马修·戴维斯/维克多·加博/詹妮佛·库里奇/霍兰德·泰勒/艾丽·拉特/杰西卡·卡普肖/阿兰纳·乌巴奇/奥兹·珀金斯/琳达·卡德里尼/布鲁斯·托马斯/梅勒迪斯·斯科特·林恩/拉蔻儿·薇芝/萨曼莎·莱摩尔/凯利·尼克斯/迈克尔·B·希尔维/金伯利·麦卡洛/格雷格·塞拉诺/FrancescaP.Roberts/LisaArch/阿斯·比斯利/凯文·库尼/特德·鲁尼/韦恩·费德曼/TaneMcClure/尼可拉斯·兰格/道格·斯平扎/维多利亚·马奥尼/莱西·比曼/梅丽莎·安妮·扬/BrodyHutzler/昌尼·克莱/JohnCantwell/TerenceMichael/JodiHarris/萨莎·巴瑞斯/GaryAmbrosia/JoanBlair/GaryCastroChurchwell/柯特·克伦德尼/AmberMarieGoetz/MarkHeidelberger/RichardHillman/SethAdamJones/约翰·卡普洛斯/DeanHaymanMason/BeverlyPolcyn/ScottRyanWhinery/JennaZ.Wilson,喜剧/爱情,美国,英语,2001,96.0,13443,229
假结婚,https://movie.douban.com/subject/3011102/,7.1,120789,安妮·弗莱彻,彼得·基亚雷利,桑德拉·布洛克/瑞恩·雷诺兹/玛丽·斯汀伯根/格雷格·T·尼尔森/贝蒂·怀特,剧情/喜剧/爱情,美国,英语,2009,108.0,22277,276
百万美元宝贝,https://movie.douban.com/subject/1309016/,8.6,125485,克林特·伊斯特伍德,F·X·图尔,克林特·伊斯特伍德/希拉里·斯万克/摩根·弗里曼/杰伊·巴鲁切尔/麦克·柯尔特/露西娅瑞科尔/布莱恩·F·奥博恩/安东尼·麦凯/玛格·马丁戴尔/瑞琪·琳德赫姆/迈克尔·佩纳/本尼托·马丁内斯/BruceMacVittie/DavidPowledge/乔·达安格里奥,剧情/运动,美国,英语/爱尔兰盖尔语,2004,132.0,22733,696
赤壁(下),https://movie.douban.com/subject/3291930/,6.4,108800,吴宇森,吴宇森,梁朝伟/金城武/张丰毅/赵薇/佟大为/林志玲/张震/胡军/尤勇/中村狮童/宋佳/巴森/臧金生,剧情/动作/历史/战争,中国大陆/香港/日本/台湾/韩国,汉语普通话,2009,142.0,11081,786
斯巴达300勇士,https://movie.douban.com/subject/1853176/,7.7,107612,扎克·施奈德,扎克·施奈德,杰拉德·巴特勒/文森特·里根/琳娜·海蒂/多米尼克·威斯特/迈克尔·法斯宾德,动作/历史/战争,美国,英语,2006,117.0,14670,377
东邪西毒：终极版,https://movie.douban.com/subject/3726072/,8.7,114595,王家卫,王家卫,张国荣/林青霞/梁朝伟/张学友/张曼玉/刘嘉玲/梁家辉/杨采妮/白丽,剧情/动作/爱情,香港/中国大陆/台湾,粤语/汉语普通话,2008,93.0,21124,661
苏州河,https://movie.douban.com/subject/1299661/,8.0,114997,娄烨,娄烨,周迅/贾宏声/华仲凯/姚安濂/耐安,剧情/爱情,中国大陆/德国,汉语普通话,2000,83.0,26622,855
星际迷航,https://movie.douban.com/subject/2132932/,8.0,117751,J·J·艾布拉姆斯,罗伯托·奥奇,克里斯·派恩/扎克瑞·昆图/伦纳德·尼莫伊/艾瑞克·巴纳/布鲁斯·格林伍德/卡尔·厄本/佐伊·索尔达娜/西蒙·佩吉/约翰·赵/安东·叶利钦/本·克劳斯/薇诺娜·瑞德/克里斯·海姆斯沃斯/詹妮弗·莫里森,动作/科幻/冒险,美国/德国,英语,2009,127.0,19128,420
霍元甲,https://movie.douban.com/subject/1441602/,6.7,108913,于仁泰,王斌,李连杰/董勇/孙俪/中村狮童/鲍起静/邹兆龙/原田真人/杨紫琼,剧情/动作/传记,美国/中国大陆/香港,汉语普通话/日语/英语,2006,104.0,7901,204
追击者,https://movie.douban.com/subject/3006309/,8.4,129092,罗泓轸,罗泓轸,河正宇/金允石/徐英姬/金裕贞/郑仁基/朴孝朱,剧情/惊悚/犯罪,韩国,韩语,2008,125.0,31478,616
007：大战皇家赌场,https://movie.douban.com/subject/1418190/,7.5,110573,马丁·坎贝尔,尼尔·珀维斯,丹尼尔·克雷格/伊娃·格林/麦斯·米科尔森/朱迪·丹奇/杰弗里·怀特/吉安卡罗·吉安尼尼,动作/惊悚/犯罪,美国/英国/德国/捷克CzechRepublic/巴哈马Bahamas,英语,2006,144.0,14034,265
追风筝的人,https://movie.douban.com/subject/1937502/,8.2,113919,马克·福斯特,戴维·贝尼奥夫,赫立德·阿卜杜拉/阿托莎·利奥妮/肖恩·托布,剧情,美国/中国大陆,英语/达里语/普什图语/乌尔都语/俄语,2007,128.0,27483,1016
死神来了2,https://movie.douban.com/subject/1307956/,7.3,109081,大卫·R·艾里斯,Eric Bress,艾丽·拉特/A·J·库克/迈克尔·兰德斯/大卫·佩特考/贾斯蒂娜·马查多/莎拉·卡特/基冈·康纳·特雷西,惊悚/恐怖,美国/加拿大,英语,2003,90.0,9091,64
通天塔,https://movie.douban.com/subject/1498818/,8.0,116424,亚利桑德罗·冈萨雷斯·伊纳里图,吉列尔莫·阿里亚加,布拉德·皮特/凯特·布兰切特/盖尔·加西亚·贝纳尔/艾德里安娜·巴拉扎/菊地凛子/役所广司/迈克尔·佩纳,剧情,法国/美国/墨西哥,英语/阿拉伯语/西班牙语/日语/柏柏尔语/法语/俄语/日本手语,2006,143.0,18958,979
夏日大作战,https://movie.douban.com/subject/3908423/,8.6,128823,细田守,奥寺佐渡子,神木隆之介/樱庭奈奈美/富司纯子/谷村美月/斋藤步/横川贵大/信泽三惠子/谷川清美/桐本拓哉/佐佐木睦/玉川纱己子/永井一郎/山像香/小林隆/田村高美/清水优/中村正/田中要次/金泽映子/中村桥弥/高久千草/板仓光隆/仲里依纱/安达直人/诸星堇/今井悠贵/太田力斗/皆川阳菜乃,喜剧/科幻/动画/家庭/冒险,日本,日语/英语,2009,114.0,30916,489
大卫·戈尔的一生,https://movie.douban.com/subject/1305725/,8.6,123198,艾伦·帕克,查尔斯·伦道夫,凯文·史派西/凯特·温丝莱特/劳拉·琳妮/加布里埃尔·曼/梅丽莎·麦卡西/罗娜·迈特拉,剧情/悬疑/犯罪,美国/德国/英国,英语/西班牙语,2003,130.0,29693,691
空房间,https://movie.douban.com/subject/1308833/,8.0,112107,金基德,金基德,在熙/李成延/李忠秀,剧情/爱情/犯罪,韩国,韩语,2004,88.0,22974,717
恋爱假期,https://movie.douban.com/subject/1498831/,7.7,115897,南希·迈耶斯,南希·迈耶斯,卡梅隆·迪亚兹/凯特·温丝莱特/裘德·洛/杰克·布莱克/埃里·瓦拉赫/爱德华·伯恩斯/卢夫斯·塞维尔/詹姆斯·弗兰科/达斯汀·霍夫曼/琳赛·洛翰,喜剧/爱情,美国,英语,2006,138.0,25094,476
娜娜,https://movie.douban.com/subject/1421823/,7.8,105332,大谷健太郎,矢泽爱,中岛美嘉/宫崎葵/成宫宽贵/松山研一/纱荣子/松田龙平/平冈祐太,剧情/音乐,日本,日语/英语,2005,113.0,17676,615
十二宫,https://movie.douban.com/subject/1781126/,7.3,118462,大卫·芬奇,詹姆斯·范德比尔特,杰克·吉伦哈尔/马克·鲁弗洛/安东尼·爱德华兹/小罗伯特·唐尼/布莱恩·考克斯/约翰·卡洛·林奇/里奇蒙德·阿奎特/鲍勃·斯蒂芬森/约翰·莱西/科洛·塞维尼/EdSetrakian/约翰·盖兹/约翰·特里/坎迪·克拉克/伊莱亚斯·科泰斯,剧情/悬疑/惊悚/历史/犯罪,美国,英语,2007,157.0,22815,412
无人知晓,https://movie.douban.com/subject/1292337/,9.1,116097,是枝裕和,是枝裕和,柳乐优弥/北浦爱/木村飞影/清水萌萌子/韩英惠/江原由希子/串田和美/冈元夕纪子/楯隆子/加濑亮/村野友希/田中庆太/木村佑一/远藤宪一/寺岛进/平泉成,剧情,日本,日语,2004,141.0,34563,807
理发师陶德,https://movie.douban.com/subject/1820145/,7.7,114876,蒂姆·波顿,约翰·洛根,约翰尼·德普/海伦娜·伯翰·卡特/艾伦·瑞克曼/蒂莫西·斯波/萨莎·拜伦·科恩/杰米·坎贝尔·鲍尔/劳拉·米歇尔·凯利/简妮·怀森纳/爱德·山德斯,剧情/恐怖/歌舞,美国/英国,英语,2007,116.0,18382,621
情癫大圣,https://movie.douban.com/subject/1439890/,5.3,98720,刘镇伟,刘镇伟,谢霆锋/蔡卓妍/范冰冰/陈柏霖/梁洛施/关智斌/张致恒/钟镇涛/谭耀文/元华/惠英红/黎耀祥,剧情/喜剧/动作/爱情/科幻/奇幻,中国大陆/香港,粤语/汉语普通话,2005,103.0,9162,241
名侦探柯南：贝克街的亡灵,https://movie.douban.com/subject/2286642/,8.9,106366,儿玉兼嗣,青山刚昌,高山南/山口胜平/山崎和佳奈/折笠爱/爱河里花子/茶风林/林原惠美/平田广明/速水奖/津嘉山正种/田中秀幸/岛本须美/绪方惠美,动画/悬疑/冒险,日本,日语,2002,107.0,14827,98
附注：我爱你,https://movie.douban.com/subject/1920796/,8.1,114320,理查德·拉·格拉文斯,理查德·拉·格拉文斯,希拉里·斯万克/杰拉德·巴特勒/凯西·贝茨/丽莎·库卓/吉娜·格申/杰弗里·迪恩·摩根/小哈里·康尼克,剧情/爱情,美国,英语,2007,126.0,25174,918
电锯惊魂2,https://movie.douban.com/subject/1309045/,8.2,112415,达伦·林恩·鲍斯曼,达伦·林恩·鲍斯曼,托宾·贝尔/肖妮·史密斯/唐尼·沃尔伯格/埃里克·克诺德森/弗兰基·G/格伦·普拉默/埃曼妞·沃吉亚/贝弗利·米切尔/蒂姆·伯德/迪娜·迈耶/雷瑞克·本特/诺安·坚金斯/托尼·纳波,悬疑/惊悚/恐怖,美国/加拿大,英语,2005,93.0,12429,127
古墓丽影,https://movie.douban.com/subject/1293173/,7.0,97562,西蒙·韦斯特,Sara B. Cooper,安吉丽娜·朱莉/强·沃特/伊恩·格雷/诺亚·泰勒/丹尼尔·克雷格/理查德·约翰逊/克里斯·巴里/朱利安·林希德-图特/莱斯利·菲利普斯,动作/冒险,美国/英国/德国/日本,英语,2001,100.0,9484,45
盛夏光年,https://movie.douban.com/subject/1914831/,7.2,106274,陈正道,许正平,张睿家/张孝全/杨淇,剧情/爱情/同性,台湾,汉语普通话,2006,105.0,18957,1011
斗牛,https://movie.douban.com/subject/4009651/,7.9,109773,管虎,管虎,黄渤/闫妮/高虎/来喜/胡晓光/刘向京/陶泽如/孙松,剧情/喜剧,中国大陆,中文/日语,2009,109.0,20245,647
向左走．向右走,https://movie.douban.com/subject/1308587/,6.9,99610,杜琪峰/韦家辉,韦家辉,金城武/梁咏琪/关颖/陈之财/林雪/许绍雄,爱情,香港/新加坡,汉语普通话/粤语/波兰语,2003,95.0,10697,202
兵临城下,https://movie.douban.com/subject/1301726/,8.4,113923,让-雅克·阿诺,让-雅克·阿诺,裘德·洛/艾德·哈里斯/蕾切尔·薇兹/约瑟夫·费因斯/鲍勃·霍斯金斯/朗·普尔曼,剧情/历史/战争,美国/德国/英国/爱尔兰,英语/德语/俄语,2001,131.0,15743,279
十全九美,https://movie.douban.com/subject/3126196/,5.1,96381,王岳伦,高飞,立威廉/黄奕/刘桦/邓家佳/李彧/李昌元/李晓川/汪涵,喜剧/古装,中国大陆,汉语普通话,2008,92.0,10770,445
一个陌生女人的来信,https://movie.douban.com/subject/1308799/,7.5,102558,徐静蕾,斯蒂芬·茨威格,徐静蕾/姜文/黄觉/焦晃/孙飞虎/苏小明/林源/马恩然,剧情/爱情,中国大陆,汉语普通话,2004,89.0,23080,1360
康斯坦丁,https://movie.douban.com/subject/1309021/,7.8,113123,弗朗西斯·劳伦斯,Kevin Brodbin,基努·里维斯/蕾切尔·薇兹/希亚·拉博夫/杰曼·翰苏/蒂尔达·斯文顿/艾普尔·格雷斯,动作/惊悚/奇幻,美国/德国,英语/菲律宾语/塔加路族语,2005,121.0,18713,248
麦兜，菠萝油王子,https://movie.douban.com/subject/1308858/,8.0,42948,袁建滔,谢立文,李颖贤/吴君如/刘德华/黄秋生/蔡政男/林海峰/林一峰/谢月美/林二汶/蔡明丽/MichaelGirard,剧情/喜剧/动画,香港,粤语,2004,73.0,5680,147
汉尼拔,https://movie.douban.com/subject/1301746/,8.1,105710,雷德利·斯科特,大卫·马梅,安东尼·霍普金斯/朱丽安·摩尔/加里·奥德曼/雷·利奥塔/吉安卡罗·吉安尼尼,惊悚/犯罪,英国/美国,英语/意大利语/日语,2001,131.0,16408,269
速度与激情2,https://movie.douban.com/subject/1307442/,7.3,87007,约翰·辛格顿,盖瑞·斯科特·汤普森,保罗·沃克/泰瑞斯·吉布森/伊娃·门德斯/科尔·豪瑟/卢达克里斯/汤姆·巴瑞/詹姆斯·瑞马尔/戴文青木/阿莫里·诺拉斯科/迈克尔·伊雷/欧阳靖/爱德华多·芬莱/小马克·布恩/莫·加里尼/罗伯托·桑切斯,动作/犯罪,美国/德国,英语/西班牙语,2003,107.0,8132,45
木乃伊归来,https://movie.douban.com/subject/1298586/,7.4,94112,斯蒂芬·索莫斯,斯蒂芬·索莫斯,布兰登·费舍/蕾切尔·薇兹/道恩·强森/约翰·汉纳/帕翠西娅·维拉奎兹,动作/奇幻/冒险,美国,英语/阿拉伯语,2001,130.0,6613,71
换子疑云,https://movie.douban.com/subject/2028666/,8.4,113921,克林特·伊斯特伍德,J·迈克尔·斯特拉辛斯基,安吉丽娜·朱莉/盖特林·格里菲斯/米歇尔·冈/约翰·马尔科维奇/科鲁姆·费奥瑞/杰弗里·多诺万/迈克尔·凯利,剧情/悬疑/惊悚,美国,英语/葡萄牙语,2008,141.0,20572,664
人生遥控器,https://movie.douban.com/subject/1474185/,7.7,103986,弗兰克·克拉斯,Steve Koren,亚当·桑德勒/凯特·贝金赛尔/克里斯托弗·沃肯/西恩·奥斯汀/乔纳·希尔,剧情/喜剧/家庭/奇幻,美国,英语,2006,107.0,16494,575
云水谣,https://movie.douban.com/subject/1949811/,6.9,94096,尹力,刘恒,陈坤/徐若瑄/李冰冰/归亚蕾/秦汉/梁洛施/朱茵/张致恒,剧情/爱情/战争,中国大陆/台湾,汉语普通话,2006,117.0,12488,615
面纱,https://movie.douban.com/subject/1441238/,8.3,110528,约翰·卡兰,罗恩·内斯万尼尔,爱德华·诺顿/娜奥米·沃茨/托比·琼斯/黛安娜·里格/黄秋生/列维·施瑞博尔/朱丽叶·霍兰德/艾伦·戴维/露西·弗勒/玛姬·斯蒂德/佐伊·特尔福德/夏雨/吕燕/冯瓅/玛丽-洛尔·德库洛/凯瑟琳·安/李滨/洛琳·劳伦斯/伊恩·伦威克/程思寒/亨利·赛洛,剧情/爱情,美国/中国大陆/加拿大,英语/汉语普通话/法语,2006,125.0,26873,1019
千年女优,https://movie.douban.com/subject/1307394/,8.6,117452,今敏,今敏,小山茉美/饭塚昭三/折笠富美子/庄司美代子/小野坂昌也/山寺宏一,剧情/爱情/动画,日本,日语,2001,87.0,30493,738
速度与激情3：东京漂移,https://movie.douban.com/subject/1652618/,6.7,86609,林诣彬,克里斯·摩根,卢卡斯·布莱克/宝娃/扎切里·泰·布莱恩/纳塔莉·凯利/布莱恩·古德曼/姜成镐/布莱恩·泰/妻夫木聪/北川景子/千叶真一/范·迪塞尔/真木阳子,动作/犯罪,美国/德国,英语,2006,104.0,11071,109
死神来了3,https://movie.douban.com/subject/1436870/,7.0,102120,黄毅瑜,格伦·摩根,玛丽·伊丽莎白·温斯特德/瑞恩·莫里曼/克里斯·勒姆彻/亚莉克兹·约翰逊/萨姆·伊斯顿/杰西·莫斯/吉娜·赫尔顿/特夏斯·巴特尔/切兰·西蒙斯/克瑞斯塔尔·洛维/阿曼达·克鲁/马美琪/派崔克·盖勒,惊悚/恐怖,美国/加拿大/德国,英语,2006,93.0,9114,115
地球上的星星,https://movie.douban.com/subject/2363506/,8.9,112134,阿米尔·汗,阿莫尔·古普特,达席尔·萨法瑞/阿米尔·汗/塔奈·切赫达/萨谢·英吉尼尔/蒂丝卡·乔普拉/维品·沙尔马/拉利塔·拉伊米/吉里贾·奥克/拉维·汗维尔卡尔/普拉蒂玛·库尔卡尼/梅娜·马里克/索纳利·萨查德夫/桑贾伊·达迪克/拉加·戈帕尔·耶尔/布格斯·巴尔加瓦/尚卡尔·萨查德夫/M·K·拉伊纳,剧情/家庭/儿童,印度,印地语/英语,2007,165.0,27693,930
戏梦巴黎,https://movie.douban.com/subject/1291856/,8.0,105993,贝纳尔多·贝托鲁奇,吉尔伯特·阿代尔,迈克尔·皮特/伊娃·格林/路易·加瑞尔/安娜·钱斯勒/罗宾·瑞努奇/琼-皮尔里·卡尔弗恩/让-皮埃尔·利奥德,剧情/爱情/情色,法国/英国/意大利,英语/法语,2003,115.0,24071,477
只是爱着你,https://movie.douban.com/subject/1915403/,8.0,101634,新城毅彦,坂东贤治,玉木宏/宫崎葵/黑木美沙/青木崇高/小出惠介/上原美佐/大西麻惠,剧情/爱情,日本,日语,2006,116.0,22564,899
色即是空,https://movie.douban.com/subject/1305279/,7.2,90360,尹齐均,尹齐均,任昌丁/河智苑/崔成国/刘彩英/陈彩英/申伊/韩素媛/纪柱峰/郑京虎/郑民/崔元英/李诗妍/赵达焕/南昶熙/尹施厚/鲜于银淑,喜剧/爱情/情色,韩国,韩语,2002,96.0,10220,111
蝴蝶,https://movie.douban.com/subject/1292056/,8.6,100268,费利普·弥勒,费利普·弥勒,米歇尔·塞罗尔/柯莱儿·布翁尼许/娜德·蒂约/奥黛丽·玛丽奥/弗朗索瓦·米肖/海伦·伊利/伊蒂格·斯特凡,剧情/喜剧/儿童,法国,法语,2002,85.0,18331,460
举起手来！,https://movie.douban.com/subject/1394968/,6.6,73704,冯小宁,冯小宁,郭达/潘长江/刘小微/李明/胡晓光,喜剧/战争,中国大陆,汉语普通话,2003,87.0,8693,67
冷山,https://movie.douban.com/subject/1307332/,8.1,101241,安东尼·明格拉,安东尼·明格拉,裘德·洛/妮可·基德曼/蕾妮·齐薇格/菲利普·塞默·霍夫曼/娜塔莉·波特曼/吉奥瓦尼·瑞比西/唐纳德·萨瑟兰/杰克·怀特,剧情/爱情/战争,美国,英语,2003,154.0,18178,479
巴黎淘气帮,https://movie.douban.com/subject/3157605/,8.6,110132,洛朗·蒂拉尔,格雷古瓦·维涅隆,马克西姆·戈达尔/瓦莱丽·勒梅西埃/凯德·麦拉德/桑德琳娜·基贝兰/弗朗索瓦-格扎维埃·德梅松/米歇尔·迪绍苏瓦/丹尼尔·普雷沃/米歇尔·加拉布吕/雅尼莫尼/弗朗索瓦·达密安/露易丝·布尔昆/樊尚·克洛德/夏尔·瓦扬/维克托·卡莱斯/本杰明·阿弗蒂/小日尔曼·达米科/达米安·费多尔/维吉尔·蒂拉尔/伊丽莎·欧斯/热拉尔·朱尼奥,喜剧/家庭/儿童,法国/比利时,法语,2009,92.0,27844,248
生死狙击,https://movie.douban.com/subject/1947549/,7.8,100774,安东尼·福奎阿,乔纳森·勒姆金,马克·沃尔伯格/凯特·玛拉/迈克尔·佩纳/丹尼·格洛弗/伊莱亚斯·科泰斯/罗娜·迈特拉,动作/悬疑/惊悚/犯罪,美国,英语,2007,124.0,13337,209
梅兰芳,https://movie.douban.com/subject/1891179/,6.9,97201,陈凯歌,严歌苓,黎明/章子怡/孙红雷/余少群/王学圻/陈红/英达/安藤政信/潘粤明,剧情/传记/历史,中国大陆,汉语普通话/北京话/日语,2008,147.0,13368,1852
红磨坊,https://movie.douban.com/subject/1304641/,7.9,100696,巴兹·鲁赫曼,巴兹·鲁赫曼,妮可·基德曼/伊万·麦克格雷格/约翰·雷吉扎莫/吉姆·布劳德本特/理查德·劳斯伯格/加里·麦克唐纳德/杰克·科曼/马修·惠德特/克里·沃克/卡罗琳·奥康纳/克里斯汀·阿努/娜塔莉·杰克逊·门多萨/劳拉·穆拉凯/大卫·文翰/凯莉·米洛,剧情/爱情/歌舞,澳大利亚/美国,英语/法语/西班牙语,2001,127.0,17879,349
赛末点,https://movie.douban.com/subject/1433577/,8.1,108785,伍迪·艾伦,伍迪·艾伦,乔纳森·莱斯·梅耶斯/斯嘉丽·约翰逊/马修·古迪/艾米莉·莫迪默/布莱恩·考克斯/米兰达·莱森,剧情/爱情/悬疑,英国/美国/爱尔兰/俄罗斯,英语,2005,124.0,26963,911
天降美食,https://movie.douban.com/subject/3102668/,7.4,101381,菲尔·罗德/克里斯托弗·米勒,菲尔·罗德,比尔·哈德尔/安娜·法瑞丝/詹姆斯·肯恩/安迪·萨姆伯格/布鲁斯·坎贝尔/劳伦斯·特劳德/鲍比·J·汤普森/本杰明·布拉特/尼尔·帕特里克·哈里斯/阿尔·罗克/劳伦·格拉汉姆/威尔·福特,喜剧/动画/奇幻,美国,英语,2009,90.0,16313,207
少数派报告,https://movie.douban.com/subject/1297689/,7.8,103684,史蒂文·斯皮尔伯格,斯科特·弗兰克,汤姆·克鲁斯/科林·法瑞尔/马克斯·冯·叙多夫/萨曼莎·莫顿/凯瑟琳·莫里斯,科幻/惊悚/犯罪,美国,英语/瑞典语,2002,145.0,14806,234
买凶拍人,https://movie.douban.com/subject/1300616/,8.2,105272,彭浩翔,彭浩翔,葛民辉/张达明/詹瑞文/樋口明日嘉/陈惠敏/方子璇/陈辉虹/缪非临/刘以达/林雪/邵音音/王合喜,喜剧/动作/犯罪,香港,粤语/法语/日语,2001,99.0,20267,244
咒怨,https://movie.douban.com/subject/1306808/,7.4,92917,清水崇,清水崇,奥菜惠/伊东美咲/上原美佐/市川由衣/津田宽治/藤贵子,悬疑/恐怖,日本,日语,2002,92.0,15992,179
全民情敌,https://movie.douban.com/subject/1309020/,7.5,95115,安迪·坦纳特,Kevin Bisch,威尔·史密斯/伊娃·门德斯/凯文·詹姆斯/安贝·瓦莱塔/朱莉·安·埃默里/亚当·阿金/萝宾·李/内森·李·格雷厄姆/迈克尔·拉帕波特/杰弗里·多诺万/宝拉·巴顿/菲利普·博斯科/凯文·苏斯曼/NaviaNguyen/马特·马洛伊/玛丽亚·泰耶尔/奥托·艾森度/MarlyneBarrett/JackHartnett/DavidWike/FrederickB.Owens/珍娜·斯特恩/奥斯汀·拉尔西,喜剧/爱情,美国,英语,2005,118.0,11594,179
憨豆的黄金周,https://movie.douban.com/subject/1829654/,8.0,89215,史蒂夫·班德莱克,哈密斯·麦克尔,罗温·艾金森/马克思·鲍德里/埃玛·德·科内/威廉·达福/让·雷谢夫/卡瑞尔·罗登,喜剧,英国/法国/德国,英语/法国/西班牙语/俄语,2007,90.0,9730,214
杀破狼,https://movie.douban.com/subject/1428602/,7.3,84100,叶伟信,司徒锦源,甄子丹/洪金宝/任达华/廖启智/吴京/洪天明/张智尧/夏韶声,剧情/动作/犯罪,香港,粤语,2005,93.0,10815,202
神秘代码,https://movie.douban.com/subject/2354729/,6.7,99613,亚历克斯·普罗亚斯,Ryne Douglas Pearson,尼古拉斯·凯奇/钱德勒·坎特布瑞/萝丝·拜恩/LaraRobinson/D.G.Maloney,剧情/科幻/悬疑/惊悚/灾难,美国/英国/澳大利亚,英语,2009,121.0,15815,731
十七岁的单车,https://movie.douban.com/subject/1291847/,7.8,89765,王小帅,唐大年,崔林/李滨/高圆圆/周迅/李梦男/赵毅维/李爽/汪妍/张蕾/常佳茵/庞燕/周芳菲/谢荐/马玉红/李坚/张扬/王育忠/惠维/纪华/张宇/任厚刚,剧情,中国大陆/台湾/法国,汉语普通话,2001,113.0,15132,676
